var,source_dataset,n_total,n_observed,pct_observed,n_positive,n_zero,status,drop_reason,included_in_stable_set,analysis_role,notes
PCDEPSYS,ASDB,6166,3736,0.605903340901719,954,2782,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PCLABHOS,ASDB,6166,3736,0.605903340901719,154,3582,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PDISSYS,ASDB,6166,3736,0.605903340901719,739,2997,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PEDBD,ASDB,6166,3736,0.605903340901719,51,2817,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PEDCSHOS,ASDB,6166,3736,0.605903340901719,134,3602,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PEDEHOS,ASDB,6166,3736,0.605903340901719,159,3577,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PEDHOS,ASDB,6166,3736,0.605903340901719,1304,2432,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PEDICBD,ASDB,6166,3736,0.605903340901719,5,3445,dropped,low_pos;,False,masking; similarity; module_scoring,Screened out during variable filtering.
PEDICHOS,ASDB,6166,3736,0.605903340901719,338,3398,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PELABHOS,ASDB,6166,3736,0.605903340901719,140,3596,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PEMERSYS,ASDB,6166,3736,0.605903340901719,592,3144,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PETCTHOS,ASDB,6166,3736,0.605903340901719,904,2832,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PETSYS,ASDB,6166,3736,0.605903340901719,760,2976,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PHYSYS,ASDB,6166,378,0.0613039247486215,378,0,dropped,low_obs;low_zero;,False,masking; similarity; module_scoring,Screened out during variable filtering.
PPNSYS,ASDB,6166,3736,0.605903340901719,645,3091,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PPOSTSYS,ASDB,6166,3736,0.605903340901719,791,2945,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PSCISSYS,ASDB,6166,3736,0.605903340901719,234,3502,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PSPISYS,ASDB,6166,3736,0.605903340901719,758,2978,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PSSOCSYS,ASDB,6166,3736,0.605903340901719,636,3100,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PSYCASYS,ASDB,6166,3736,0.605903340901719,684,3052,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PSYEDHOS,ASDB,6166,3736,0.605903340901719,946,2790,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PSYEMSYS,ASDB,6166,3736,0.605903340901719,823,2913,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PSYGRSYS,ASDB,6166,3736,0.605903340901719,807,2929,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PSYLSSYS,ASDB,6166,3736,0.605903340901719,828,2908,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PSYOISYS,ASDB,6166,3736,0.605903340901719,707,3029,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PSYOPSYS,ASDB,6166,3736,0.605903340901719,934,2802,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PSYPHASYS,ASDB,6166,3736,0.605903340901719,583,3153,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PSYPHCSYS,ASDB,6166,3736,0.605903340901719,405,3331,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PSYSYS,ASDB,6166,3736,0.605903340901719,874,2862,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PSYTRASYS,ASDB,6166,3736,0.605903340901719,322,3414,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PSYTRPSYS,ASDB,6166,3736,0.605903340901719,215,3521,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PTLAB,ASDB,6166,6166,1.0,763,1747,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PTONSYS,ASDB,6166,3736,0.605903340901719,311,3425,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
PTRAD,ASDB,6166,6166,1.0,493,1429,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
RADFTE,ASDB,6166,2659,0.431235809276679,285,1584,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
RADMCHI,ASDB,6166,3736,0.605903340901719,77,3659,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
RASTSYS,ASDB,6166,3736,0.605903340901719,665,3071,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
RBOTSYS,ASDB,6166,3736,0.605903340901719,420,3316,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
REDSHOS,ASDB,6166,3736,0.605903340901719,1078,2658,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
REHABSYS,ASDB,6166,3736,0.605903340901719,906,2830,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
RETIRSYS,ASDB,6166,3736,0.605903340901719,227,3509,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
RHBOPSYS,ASDB,6166,3736,0.605903340901719,765,2971,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
ROBOSYS,ASDB,6166,3736,0.605903340901719,779,2957,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
RPRSSYS,ASDB,6166,3736,0.605903340901719,625,3111,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
RSIMSYS,ASDB,6166,3736,0.605903340901719,754,2982,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
RURLSYS,ASDB,6166,3736,0.605903340901719,473,3263,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
SCEDL,ASDB,6166,2836,0.459941615309763,1525,1311,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
SCNED,ASDB,6166,3131,0.507784625364904,1766,260,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
SCTRN,ASDB,6166,2836,0.459941615309763,2514,322,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
SLEPSYS,ASDB,6166,3736,0.605903340901719,870,2866,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
SMGRPSYS,ASDB,6166,475,0.0770353551735323,475,0,dropped,low_obs;low_zero;,False,masking; similarity; module_scoring,Screened out during variable filtering.
SNSYS,ASDB,6166,3736,0.605903340901719,602,3134,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
SOCED,ASDB,6166,2907,0.471456373662018,1560,1347,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
SOCNED,ASDB,6166,2907,0.471456373662018,1676,1231,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
SOCTRN,ASDB,6166,2907,0.471456373662018,2415,492,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
SOCWKSYS,ASDB,6166,3736,0.605903340901719,626,3110,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
SPCICBD,ASDB,6166,3736,0.605903340901719,1,3140,dropped,low_pos;,False,masking; similarity; module_scoring,Screened out during variable filtering.
SPCICHOS,ASDB,6166,3736,0.605903340901719,771,2965,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
SPECTHOS,ASDB,6166,3736,0.605903340901719,1440,2296,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
SPHSSYS,ASDB,6166,3736,0.605903340901719,253,3483,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
SPORTSYS,ASDB,6166,3736,0.605903340901719,906,2830,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
SRADHOS,ASDB,6166,3736,0.605903340901719,852,2884,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
STRCSYS,ASDB,6166,3736,0.605903340901719,753,2983,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
SUPPGSYS,ASDB,6166,3736,0.605903340901719,807,2929,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
SWBDSYS,ASDB,6166,3736,0.605903340901719,422,3314,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
SYSADDR,ASDB,6166,4174,0.676938047356471,0,0,dropped,low_pos;low_zero;,False,masking; similarity; module_scoring,Screened out during variable filtering.
SYSAREA,ASDB,6166,4174,0.676938047356471,0,0,dropped,low_pos;low_zero;,False,masking; similarity; module_scoring,Screened out during variable filtering.
SYSCITY,ASDB,6166,4174,0.676938047356471,0,0,dropped,low_pos;low_zero;,False,masking; similarity; module_scoring,Screened out during variable filtering.
SYSID,ASDB,6166,4174,0.676938047356471,0,0,dropped,low_pos;low_zero;,False,masking; similarity; module_scoring,Screened out during variable filtering.
SYSNAME,ASDB,6166,4174,0.676938047356471,0,0,dropped,low_pos;low_zero;,False,masking; similarity; module_scoring,Screened out during variable filtering.
SYSST,ASDB,6166,4174,0.676938047356471,0,0,dropped,low_pos;low_zero;,False,masking; similarity; module_scoring,Screened out during variable filtering.
SYSTELN,ASDB,6166,4174,0.676938047356471,0,0,dropped,low_pos;low_zero;,False,masking; similarity; module_scoring,Screened out during variable filtering.
SYSTEM_PRIMARY_CONTACT,ASDB,6166,4165,0.675478430100551,0,0,dropped,low_pos;low_zero;,False,masking; similarity; module_scoring,Screened out during variable filtering.
SYSTITLE,ASDB,6166,4165,0.675478430100551,0,0,dropped,low_pos;low_zero;,False,masking; similarity; module_scoring,Screened out during variable filtering.
SYSZIP,ASDB,6166,4174,0.676938047356471,0,0,dropped,low_pos;low_zero;,False,masking; similarity; module_scoring,Screened out during variable filtering.
TCTOT,ASDB,6166,2852,0.462536490431398,169,1486,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
TEENSSYS,ASDB,6166,3736,0.605903340901719,650,3086,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
TISUSYS,ASDB,6166,3736,0.605903340901719,600,3136,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
TOBSYS,ASDB,6166,3736,0.605903340901719,797,2939,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
TPORTSYS,ASDB,6166,3736,0.605903340901719,570,3166,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
TRAUMSYS,ASDB,6166,3736,0.605903340901719,701,3035,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
ULTSNHOS,ASDB,6166,3736,0.605903340901719,3053,683,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
URGCCSYS,ASDB,6166,3736,0.605903340901719,1100,2636,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
VCMMSYS,ASDB,6166,3736,0.605903340901719,632,3104,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
VLAB,ASDB,6166,2654,0.430424910801168,346,1356,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
VOLSVSYS,ASDB,6166,3736,0.605903340901719,641,3095,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
VRAD,ASDB,6166,2654,0.430424910801168,290,1154,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
VRCSSYS,ASDB,6166,3736,0.605903340901719,629,3107,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
VWRKSYS,ASDB,6166,3736,0.605903340901719,643,3093,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
WMGTSYS,ASDB,6166,3736,0.605903340901719,734,3002,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
WOMHCSYS,ASDB,6166,3736,0.605903340901719,846,2890,kept,,True,masking; similarity; module_scoring; stable_set,Retained in observed-data structural workflow.
ADCOST,IT,6166,2700,0.437885176775868,629,0,dropped,low_zero;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
AIBILL,IT,6166,1952,0.316574764839442,673,1279,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
AICLOTH,IT,6166,1952,0.316574764839442,580,1372,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
AICLOTH_DESC,IT,6166,3110,0.504378851767759,0,0,dropped,low_pos;low_zero;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
AIDNK,IT,6166,1952,0.316574764839442,2,1950,dropped,low_pos;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
AIMHEA,IT,6166,1952,0.316574764839442,649,1303,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
AINOTA,IT,6166,1952,0.316574764839442,13,1939,dropped,low_pos;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
AIPOTH,IT,6166,1952,0.316574764839442,465,1487,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
AIPOTH_DESC,IT,6166,3110,0.504378851767759,0,0,dropped,low_pos;low_zero;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
AIPRED,IT,6166,2913,0.472429451832631,1092,0,dropped,low_zero;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
AIRECT,IT,6166,1952,0.316574764839442,830,1122,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
AIRFOL,IT,6166,1952,0.316574764839442,1611,341,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
AISCHE,IT,6166,1952,0.316574764839442,903,1049,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
AITRAJ,IT,6166,1952,0.316574764839442,1815,137,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
AMICDK,IT,6166,2813,0.456211482322413,720,2093,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
AMICEHR,IT,6166,2813,0.456211482322413,724,2089,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
AMICFF,IT,6166,2813,0.456211482322413,360,2453,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
AMICHIE,IT,6166,2813,0.456211482322413,183,2630,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
AMICNES,IT,6166,2813,0.456211482322413,491,2322,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
AMICPS,IT,6166,2813,0.456211482322413,630,2183,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
ATEFCA,IT,6166,2989,0.484755108660396,2290,699,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
CDRDK,IT,6166,2861,0.463996107687318,485,2376,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
CDREHR,IT,6166,2861,0.463996107687318,1214,1647,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
CDRFF,IT,6166,2861,0.463996107687318,473,2388,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
CDRHIE,IT,6166,2861,0.463996107687318,282,2579,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
CDRNES,IT,6166,2861,0.463996107687318,450,2411,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
CDRPS,IT,6166,2861,0.463996107687318,593,2268,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
CIAOUT,IT,6166,2986,0.484268569575089,2237,0,dropped,low_zero;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
CNTRTCST,IT,6166,2643,0.428640934155044,394,0,dropped,low_zero;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
COMPCDR,IT,6166,1144,0.185533571196886,534,610,dropped,low_obs;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
COSTCDR,IT,6166,768,0.124554005838469,486,282,dropped,low_obs;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
COSTECR,IT,6166,768,0.124554005838469,494,274,dropped,low_obs;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
COSTERL,IT,6166,768,0.124554005838469,375,393,dropped,low_obs;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
COSTIRR,IT,6166,768,0.124554005838469,381,387,dropped,low_obs;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
COSTPHR,IT,6166,768,0.124554005838469,503,265,dropped,low_obs;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
COSTSSR,IT,6166,768,0.124554005838469,447,321,dropped,low_obs;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
CUSTINT,IT,6166,2675,0.433830684398313,727,0,dropped,low_zero;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
DNEXCDR,IT,6166,1058,0.171586117418099,622,436,dropped,low_obs;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
ECRHIE,IT,6166,2904,0.470969834576711,341,2563,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
ECRNES,IT,6166,2904,0.470969834576711,518,2386,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
EQUERY,IT,6166,2901,0.470483295491404,2185,716,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
ERLHIE,IT,6166,2919,0.473402530003244,513,2406,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
ERLNES,IT,6166,2919,0.473402530003244,116,2803,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
HCUHIE,IT,6166,2852,0.462536490431398,114,2738,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
HCUNES,IT,6166,2852,0.462536490431398,350,2502,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
IIRHIE,IT,6166,2946,0.477781381771002,609,2337,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
IIRNES,IT,6166,2946,0.477781381771002,75,2871,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
MAILRCV,IT,6166,2976,0.482646772624067,1116,0,dropped,low_zero;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
MAILSND,IT,6166,3000,0.48653908530652,939,0,dropped,low_zero;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
MLACCU,IT,6166,1872,0.303600389231268,879,0,dropped,low_zero;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
MLBIAS,IT,6166,1916,0.310736295815764,654,0,dropped,low_zero;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
MLDEV,IT,6166,1949,0.316088225754136,1600,349,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
MLDNK,IT,6166,1949,0.316088225754136,18,1931,dropped,low_pos;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
MLPUBD,IT,6166,1949,0.316088225754136,84,1865,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
MLSED,IT,6166,1949,0.316088225754136,978,971,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
MLTHD,IT,6166,1949,0.316088225754136,1051,898,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
NOCAPRCDR,IT,6166,1596,0.258838793383068,656,940,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
NOCAPSCDR,IT,6166,478,0.0775218942588388,295,183,dropped,low_obs;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
ONBPROCDR,IT,6166,925,0.15001621796951,324,601,dropped,low_obs;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
OSNBHIE,IT,6166,1772,0.287382419721051,1325,447,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
PEFAPIDNK,IT,6166,3087,0.500648718780409,124,2963,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
PEFAPIIS,IT,6166,3087,0.500648718780409,2443,644,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
PEFAPINO,IT,6166,3087,0.500648718780409,476,2611,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
PEFAPIOS,IT,6166,3087,0.500648718780409,2068,1019,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
PEFAPIS,IT,6166,3066,0.497242945183263,1039,2027,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
PHIOUT,IT,6166,2964,0.480700616282841,1293,0,dropped,low_zero;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
PHRHIE,IT,6166,2903,0.470807654881609,434,2469,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
PHRNES,IT,6166,2903,0.470807654881609,346,2557,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
PTEFCA,IT,6166,2239,0.363120337333766,660,0,dropped,low_zero;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
RELINFCDR,IT,6166,520,0.0843334414531301,305,215,dropped,low_obs;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
SCTOOL,IT,6166,2131,0.345604930262731,861,0,dropped,low_zero;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
SHIEC,IT,6166,2886,0.468050600064872,162,2724,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
SHSRLHIE,IT,6166,2851,0.462374310736296,41,0,dropped,low_zero;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
SSRHIE,IT,6166,2944,0.477457022380798,546,2398,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
SSRNES,IT,6166,2944,0.477457022380798,138,2806,kept,,True,response_indicator; weighting_candidate; masking; similarity; stable_set,Retained in observed-data structural workflow.
VOCABCDR,IT,6166,588,0.0953616607200778,221,367,dropped,low_obs;,False,response_indicator; weighting_candidate; masking; similarity,Screened out during variable filtering.
